iter	MAPE
210	0.3938596425
211	0.3938541027
212	0.3938534557
213	0.3938530713
214	0.3938394006
215	0.393776342
216	0.3937629192
217	0.3937592979
218	0.3937035291
219	0.3937014792
220	0.3936964846
221	0.3936926192
222	0.3936720853
223	0.3936705987
224	0.3936479645
225	0.3936391233
226	0.39363294
227	0.3936317456
228	0.3936178211
229	0.3928711412
230	0.3928687887
231	0.3924967709
232	0.392464007
233	0.391886232
234	0.3918796607
235	0.3918075868
236	0.3918020718
237	0.3918016003
238	0.3918008661
239	0.3917996898
240	0.3917952774
241	0.391719787
242	0.3916653722
243	0.3916557169
244	0.3916452721
245	0.3915820364
246	0.3914504918
247	0.3914465661
248	0.3914429735
249	0.3913457024
250	0.3913268421
251	0.3913219362
252	0.3912644398
253	0.3912110386
254	0.3909421869
255	0.3909298492
256	0.3908660682
257	0.3908202597
258	0.3908200663
259	0.3907574309
260	0.3907517138
261	0.3907075138
262	0.3907054514
263	0.390612057
264	0.3906101447
265	0.3906090135
266	0.3906084383
267	0.3904184866
268	0.3903874064
269	0.3903762593
270	0.3903773097
271	0.3903744193
272	0.3902802597
273	0.3902776701
274	0.3902757161
275	0.3902739023
276	0.3902700042
277	0.3902674652
278	0.3902664541
279	0.390265971
280	0.3901383861
281	0.3901378514
282	0.3901350459
283	0.3900555866
284	0.3899807362
285	0.3899808331
286	0.389965351
287	0.3899228145
288	0.3899209677
289	0.3899204263
290	0.3899203264
291	0.3899118822
292	0.3898842639
293	0.3898825368
294	0.3898527553
295	0.3898119411
296	0.38977742
297	0.389717961
298	0.3897166487
299	0.3897157189
300	0.3897133177
301	0.3896181383
302	0.3896177044
303	0.389616008
304	0.3896144214
305	0.3896051827
306	0.3896049289
307	0.3894976915
308	0.389489418
309	0.3894890512
310	0.3894888831
311	0.3894884572
312	0.3894871944
313	0.3894868411
314	0.3894864693
315	0.3894862549
316	0.3894862245
317	0.3894824401
318	0.3894819715
319	0.3894815869
320	0.3894791118
321	0.3894746293
322	0.3894742611
323	0.3894703322
324	0.3894687896
325	0.3894676677
326	0.3894660305
327	0.3894312599
328	0.3894310527
329	0.3894305161
330	0.3894297686
331	0.3894273335
332	0.3894174518
333	0.389392324
334	0.3893920808
335	0.3893906441
336	0.3893906197
337	0.3893904465
338	0.3893901594
339	0.3893900175
340	0.3893885304
341	0.389387158
342	0.3893865766
343	0.38938633
344	0.3893852173
345	0.3893849564
346	0.3893847338
347	0.3893839223
348	0.3893837366
349	0.3893835244
350	0.3893830101
351	0.389382776
352	0.3893823101
353	0.3893820853
354	0.3893799718
355	0.3893786943
356	0.3893717418
357	0.3893697809
358	0.3893681392
359	0.3893672818
360	0.3893660557
361	0.3893640314
362	0.3893627337
363	0.3893625584
364	0.3893622817
365	0.3893617195
366	0.3893566151
367	0.3893565329
368	0.3893553696
369	0.3893534341
370	0.3893522995
371	0.3893483213
372	0.3893473438
373	0.3893469695
374	0.3893459336
375	0.3893449289
376	0.3893447892
377	0.3893438299
378	0.3893438644
379	0.3893433244
380	0.389341446
381	0.3893404352
382	0.3893402129
383	0.3893388404
384	0.3893385328
385	0.3893378131
386	0.389336842
387	0.3893359
388	0.3893345598
389	0.3893331278
390	0.3893318171
391	0.3893304233
392	0.3893302869
393	0.3893297363
394	0.3893296088
395	0.3893287339
396	0.3893219931
397	0.3893214612
398	0.3893206664
399	0.3893199593
400	0.3893181665
401	0.3893181271
402	0.3893176983
403	0.3893159585
404	0.3893158729
405	0.3893157195
406	0.389314228
407	0.3893141257
408	0.3893133159
409	0.3893128759
410	0.3893124911
411	0.3893120758
412	0.3893104405
413	0.3893099417
414	0.3893098146
415	0.3893097298
416	0.389308144
417	0.3893078393
418	0.3893075054
419	0.3893070247
420	0.3893054875
421	0.3893051499
422	0.389305036
423	0.389304711
424	0.3893046028
425	0.38930429
426	0.3893039866
427	0.3893038859
428	0.3893038214
429	0.3893033595
430	0.3893030697
431	0.3893026218
432	0.3893018032
433	0.3893003129
434	0.3892999264
435	0.3892996541
436	0.38929939
437	0.3892993359
438	0.389298908
439	0.3892976398
440	0.3892964122
441	0.3892963602
442	0.389296108
443	0.389295836
444	0.3892957887
445	0.3892944288
446	0.3892941665
447	0.3892939379
448	0.3892936961
449	0.3892936712
450	0.3892934885
451	0.389293428
452	0.3892932199
453	0.3892928619
454	0.3892928056
455	0.3892927511
456	0.3892925356
457	0.3892925008
458	0.3892923949
459	0.3892922492
460	0.3892921997
461	0.3892908817
462	0.3892908338
463	0.3892908024
464	0.3892904106
465	0.3892903657
466	0.3892900849
467	0.3892900416
468	0.389289424
469	0.3892893957
470	0.3892893546
471	0.3892891709
472	0.3892890342
473	0.389288843
474	0.3892888182
475	0.3892887812
476	0.3892885977
477	0.3892884317
478	0.3892882707
479	0.3892881145
480	0.3892870201
481	0.3892870117
482	0.3892868602
483	0.3892867132
484	0.3892865707
485	0.3892865405
486	0.3892865112
487	0.3892863741
488	0.3892862305
489	0.3892862035
490	0.3892860751
491	0.3892859405
492	0.3892859156
493	0.3892848544
494	0.38928485
495	0.3892847206
496	0.3892847063
497	0.3892845901
498	0.3892845679
499	0.389284447
500	0.3892844261
501	0.3892844059
502	0.3892843863
503	0.3892833587
504	0.3892833474
505	0.3892823506
506	0.389276682
507	0.3892766714
508	0.3892763281
509	0.3892752072
510	0.3892742692
511	0.3892739852
512	0.3892738578
513	0.3892737515
514	0.3892736755
515	0.3892735282
516	0.3892735186
517	0.3892733968
518	0.3892732787
519	0.3892731641
520	0.3892730617
521	0.389273046
522	0.3892730373
523	0.3892730223
524	0.3892729113
525	0.3892728035
526	0.3892717532
527	0.3892713542
528	0.3892713462
529	0.3892713323
530	0.3892712309
531	0.389271096
532	0.3892710888
533	0.3892709965
534	0.3892709011
535	0.3892708143
536	0.38927073
537	0.3892705992
538	0.3892705931
539	0.3892705871
540	0.3892705812
541	0.3892702496
542	0.3892701631
543	0.389269902
544	0.3892688915
545	0.389268813
546	0.3892687369
547	0.3892684351
548	0.389268425
549	0.3892684203
550	0.3892674422
551	0.3892673705
552	0.3892673661
553	0.389267113
554	0.3892671088
555	0.3892670996
556	0.3892670955
557	0.3892670916
558	0.3892668463
559	0.3892668376
560	0.3892668292
561	0.3892667596
562	0.3892666588
563	0.389266651
564	0.3892663976
565	0.3892663305
566	0.3892662695
567	0.3892662062
568	0.3892661086
569	0.3892661056
570	0.3892651596
571	0.3892651567
572	0.3892651539
573	0.3892650967
574	0.3892646853
575	0.3892646826
576	0.3892646273
577	0.3892645327
578	0.3892645263
579	0.3892645201
580	0.3892645178
581	0.3892645156
582	0.3892645097
583	0.3892645076
584	0.3892645055
585	0.3892644524
586	0.3892644505
587	0.3892640514
588	0.3892636992
589	0.3892636442
590	0.3892635943
591	0.3892635028
592	0.3892631272
593	0.3892631255
594	0.3892630772
595	0.3892630755
596	0.3892627113
597	0.3892626611
598	0.3892626596
599	0.389262582
600	0.3892625805
601	0.3892625791
602	0.389262276
603	0.3892622307
604	0.3892617122
605	0.389261369
606	0.3892613219
607	0.3892611244
608	0.3892610829
609	0.3892607517
610	0.3892604578
611	0.3892603744
612	0.3892602935
613	0.3892602892
614	0.3892602108
615	0.3892602096
616	0.3892600206
617	0.3892600166
618	0.3892600155
619	0.3892599765
620	0.3892599358
621	0.3892598595
622	0.3892595686
623	0.3892594268
624	0.3892593911
625	0.3892593564
626	0.3892590452
627	0.3892590417
628	0.3892587399
629	0.389258446
630	0.3892584124
631	0.389258409
632	0.3892581239
633	0.3892580889
634	0.389258055
635	0.3892579259
636	0.3892578938
637	0.3892576184
638	0.3892576154
639	0.3892575865
640	0.3892573502
641	0.3892573495
642	0.3892573489
643	0.3892570818
644	0.3892569262
645	0.3892569234
646	0.3892569207
647	0.3892566897
648	0.3892566892
649	0.3892564306
650	0.3892561787
651	0.3892559568
652	0.3892557385
653	0.389255736
654	0.389255499
655	0.3892554985
656	0.3892552901
657	0.3892552896
658	0.389255017
659	0.3892548149
660	0.3892548127
661	0.3892548122
662	0.3892547059
663	0.3892545126
664	0.3892543228
665	0.3892543224
666	0.389254322
667	0.3892542505
668	0.3892542219
669	0.3892541957
670	0.3892539923
671	0.3892539919
672	0.3892537946
673	0.3892537926
674	0.3892537657
675	0.3892537396
676	0.3892537393
677	0.389253739
678	0.3892537152
679	0.3892535242
680	0.3892533392
681	0.389253229
682	0.3892530489
683	0.389252897
684	0.3892527223
685	0.3892526998
686	0.389252678
687	0.3892525243
688	0.3892525018
689	0.3892525002
690	0.3892524796
691	0.3892463017
692	0.3892459783
693	0.3892459584
694	0.3892459582
695	0.3892459376
696	0.3892459374
697	0.389245936
698	0.389245772
699	0.3892458087
700	0.3892456499
701	0.3892447481
702	0.3892446235
703	0.3892446233
704	0.3892446051
705	0.3892445862
706	0.3892444463
707	0.3892444462
708	0.3892444449
709	0.3892443806
710	0.3892442818
711	0.389244132
712	0.3892440697
713	0.3892440696
714	0.3892440695
715	0.3892439396
716	0.3892439214
717	0.3892437735
718	0.3892437734
719	0.3892437568
720	0.3892437408
721	0.3892435999
722	0.3892435998
723	0.3892435997
724	0.3892435996
725	0.3892435995
726	0.3892434773
727	0.3892434772
728	0.3892434606
729	0.3892434595
730	0.3892434434
731	0.3892433108
732	0.3892432962
733	0.3892432961
734	0.389243296
735	0.3892432818
736	0.3892432671
737	0.389243267
738	0.3892430508
739	0.3892429266
740	0.3892429265
741	0.3892429255
742	0.3892428651
743	0.3892428651
744	0.3892427747
745	0.3892427605
746	0.3892426523
747	0.3892426394
748	0.3892425292
749	0.3892425283
750	0.3892425274
751	0.3892425964
752	0.3892420315
753	0.3892419729
754	0.389241889
755	0.389241889
756	0.3892418882
757	0.3892416015
758	0.3892415006
759	0.3892414876
760	0.389241391
761	0.3892412961
762	0.3892411942
763	0.389241182
764	0.389241257
765	0.3892410162
766	0.3892410162
767	0.3892410162
768	0.3892409179
769	0.389240907
770	0.3892409791
771	0.3892408556
772	0.389240855
773	0.3892409152
774	0.38924086
775	0.38924086
776	0.38924086
777	0.3892408494
778	0.3892407483
779	0.3892408065
780	0.3892407528
781	0.389240742
782	0.3892406437
783	0.3892405917
784	0.389240661
785	0.389240661
786	0.389240661
787	0.3892406105
788	0.3892406106
789	0.3892078606
790	0.3892077927
791	0.3892076975
792	0.3892076147
793	0.3892076147
794	0.3892075213
795	0.3892075208
796	0.3892075208
797	0.3892073982
798	0.3892073888
799	0.3892073883
800	0.3892073884
801	0.3892073395
802	0.389207339
803	0.3892073299
804	0.3892072824
805	0.3892072736
806	0.3892072731
807	0.3892071838
808	0.3892071752
809	0.3892070885
810	0.3892070045
811	0.3892069585
812	0.3892069497
813	0.389206877
814	0.389206869
815	0.3892068685
816	0.3892067969
817	0.3892067965
818	0.389206727
819	0.389206727
820	0.3892067266
821	0.3892067267
822	0.3892067267
823	0.3892067189
824	0.3892066533
825	0.389206653
826	0.3892065898
827	0.3892065154
828	0.3892065078
829	0.3892064357
830	0.3892064357
831	0.3892062694
832	0.3892060495
833	0.3892059883
834	0.3892059451
835	0.3892058842
836	0.3892058769
837	0.3892058766
838	0.3892058169
839	0.3892058098
840	0.389205598
841	0.3892055403
842	0.3892055401
843	0.3892054842
844	0.3892054842
845	0.3892054241
846	0.3892054242
847	0.3892054242
848	0.389205372
849	0.3892053651
850	0.3892053651
851	0.3892053085
852	0.3892053015
853	0.3892053016
854	0.3892052467
855	0.3892049449
856	0.3892049449
857	0.3891540988
858	0.3891540924
859	0.3891540396
860	0.3891539883
861	0.3891539077
862	0.3891539014
863	0.3891539014
864	0.3891537545
865	0.3891536468
866	0.3891536469
867	0.3891535608
868	0.3891535608
869	0.3891535214
870	0.3891535212
871	0.3891535212
872	0.3891535212
873	0.3891535213
874	0.3891535213
875	0.3891535159
876	0.3891535952
877	0.3891535952
878	0.3891535952
879	0.389153595
880	0.389153595
881	0.3891533945
882	0.3891533943
883	0.3891534269
884	0.3891533821
885	0.3891532811
886	0.3891532811
887	0.3891532809
888	0.3891532329
889	0.3891532328
890	0.3891532328
891	0.3891532328
892	0.3891532328
893	0.3891529849
894	0.3891529394
895	0.3891529394
896	0.3891528731
897	0.3891528731
898	0.3891528372
899	0.3891528321
900	0.3891528319
901	0.3891527929
902	0.3891526524
903	0.3891526161
904	0.3891525805
905	0.3891524462
906	0.3891523229
907	0.3891523229
908	0.3891523228
909	0.3891523218
910	0.3891523168
911	0.3891522606
912	0.3891522604
913	0.389152206
914	0.389152206
915	0.3891522059
916	0.3891522059
917	0.3891522011
918	0.3891520719
919	0.3891520719
920	0.3891520385
921	0.3891519182
922	0.3891519182
923	0.389151948
924	0.3891518721
925	0.3891518416
926	0.3891518416
927	0.3891518048
928	0.3891517404
929	0.3891516859
930	0.3891516859
931	0.3891516814
932	0.3891516813
933	0.3891516283
934	0.3891514108
935	0.3891513794
936	0.3891513197
937	0.3891512685
938	0.389151239
939	0.3891512388
940	0.3891512389
941	0.3891459167
942	0.3891457429
943	0.3891457151
944	0.389145715
945	0.3891456812
946	0.3891456542
947	0.3891456247
948	0.389145575
949	0.389145575
950	0.3891455749
951	0.3891454937
952	0.389145415
953	0.3891453833
954	0.3891453553
955	0.3891453284
956	0.3891453245
957	0.3891452982
958	0.3891452981
959	0.3891452719
960	0.3891452719
961	0.3891452439
962	0.3891452042
963	0.3891451768
964	0.3891451731
965	0.3891451695
966	0.3891451695
967	0.3891451694
968	0.3891451659
969	0.3891451419
970	0.3891451419
971	0.3891451419
972	0.3891451385
973	0.3891451128
974	0.3891451128
975	0.3891451096
976	0.3891450846
977	0.3891450593
978	0.3891450258
979	0.3891449879
980	0.3891449377
981	0.3891449131
982	0.3891448647
983	0.389144796
984	0.3891447724
985	0.3891447378
986	0.3891447042
987	0.3891447042
988	0.3891447041
989	0.389144734
990	0.3891440752
991	0.3891440268
992	0.3891440062
993	0.3891440061
994	0.3891436501
995	0.3891436501
996	0.3891436026
997	0.3891435998
998	0.3891435777
999	0.3891435777
